subject,body,label
Inquiry Response - our premium membership,"Dear Valued please Customer, Thank you for your recent inquiry regarding our premium membership. We appreciate your interest. Please find the requested information below. The updated terms and conditions are attached. If you require further assistance, please do not hesitate to contact us. Sincerely, The Global Solutions Team",AI
Thank you!,"Hope you're doing well.

Thank you so much for the party. I really appreciate your help.

Talk soon,
John",human
Important Notification,"Subject: Important Notification Dear User, This is an automated message to inform you about a security alert. Please take the necessary just as soon as possible. Thank you for your attention to this matter. Regards, Automated System",AI
Thank you!,"Hope you're doing well.

This is to confirm our meeting scheduled for [Date] at [Time]. Looking forward to it.

Cheers,
Jane",human
Order Confirmation - ORD6403,"Subject: Order Confirmation - ORD6403 Dear Customer, Thank you for your order! Your order with number ORD6403 has been a placed. You can track your order status here: http://track.example.com/764847 Thank you for shopping with us. Sincerely, The OnlineMarket Team",AI
Invitation to the company picnic,"Hope you're doing well.

Just wanted to let you know about the delay. It was quite interesting.

Talk soon,
Jane",human
Inquiry Response - the new software update,"Dear Valued Customer, Thank you for your recent inquiry regarding your account status. We appreciate your interest. Please find the requested information below. Your account balance is [Amount]. If you require further assistance, kindly please do not hesitate to contact us. Sincerely, The XYZ Services Team",AI
Regarding your recent inquiry,"Hope you're doing well.

This is to confirm our meeting scheduled for [Date] at [Time]. Looking forward to it.

Sincerely,
Jane",human
Checking in,"Hope you're doing well.

I have a question about the report. Could you please assist me?

Best regards,
Emily",human
Inquiry Response - the new software update,"Dear Valued Customer, Thank you for your recent inquiry regarding the new software update. We appreciate your interest. Please find the requested information below. The updated terms and conditions are attached. If you require further assistance, please do not hesitate to contact us. Sincerely, The ABC Corp Team",AI
Order Confirmation - ORD6969,"Subject: Order Confirmation - ORD6969 Dear Account Holder, Thank you for your order! Your order with number ORD6969 has been successfully placed. You can track your order status here: https://shipping.example.com/status/147134 Thank you for shopping with us. Sincerely, The OnlineMarket Team",AI
Confirming our meeting,"Hope you're doing well.

You're invited to the workshop on [Date] at [Time]. Hope you can make it!

Best regards,
Emily",human
Confirming our meeting,"Hope you're doing well.

Please accept my apologies for the delay. It won't happen again.

Thanks,
Mike",human
Inquiry Response - your account status,"Dear Valued Customer, Thank you for your recent inquiry regarding the new software update. We appreciate your interest. Please a the requested information below. Details about the product can be found on our website. If you require further assistance, please do not hesitate to contact us. Sincerely, The Global Solutions Team",AI
Regarding your recent inquiry,"Hope you're doing well.

Here is the latest update on project your help. We've made good progress on [Task].

Thanks,
Sarah",human
Order Confirmation - ORD6632,"Subject: Order Confirmation - ORD6632 Dear Account Holder, Thank you for your order! Your order with number ORD6632 has been successfully placed. You can just your order status here: http://track.example.com/238210 Thank you for shopping with us. Sincerely, The OnlineMarket Team",AI
Important Notification,"Subject: Important Notification Dear User, This a is an automated message to inform you about a policy change. Please take the necessary action as soon as possible. Thank you for your attention to this matter. Regards, Automated System",AI
Sorry about the delay,"Hope you're doing well.

Please accept my apologies for the new feature. It won't happen again.

Best regards,
Jane",human
Important Notification,"Subject: Important Notification Dear User, This is an automated message to just you about upcoming maintenance. Please take the necessary action as soon as possible. Thank you for your attention to this mQatter. Regards, Automated System",AI
